koridor,asal,tujuan,nama_halte,lokasi_halte,total_penumpang,rata_penumpang
3,puri kembangan,sentraland cengkareng,jembatan gantung,jl.daan mogot,119887268,9990605.666666666
3,puri kembangan,sentraland cengkareng,taman kota,jl.daan mogot,119887268,9990605.666666666
3,puri kembangan,sentraland cengkareng,indosiar,jl.daan mogot,119887268,9990605.666666666
3,puri kembangan,sentraland cengkareng,jelambar,jl.daan mogot,119887268,9990605.666666666
3,puri kembangan,sentraland cengkareng,grogol 1,jl.kyai tapa,119887268,9990605.666666666
3,puri kembangan,sentraland cengkareng,rs.sumber waras,jl.kyai tapa,119887268,9990605.666666666
3,puri kembangan,sentraland cengkareng,pasar baru,jl.soetomo,119887268,9990605.666666666
3,kalideres,gelora bung karno,terminal kalideres,terminal kalideres,119887268,9990605.666666666
3,kalideres,gelora bung karno,pesakih,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,sumur bor,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,rawa buaya,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,jembatan baru,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,dispenda,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,jembatan gantung,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,taman kota,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,indosiar,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,jelambar,jl.daan mogot,119887268,9990605.666666666
3,kalideres,gelora bung karno,grogol 1,jl.kyai tapa,119887268,9990605.666666666
3,kalideres,gelora bung karno,rs.sumber waras,jl.kyai tapa,119887268,9990605.666666666
3,kalideres,gelora bung karno,pasar baru,jl.soetomo,119887268,9990605.666666666
4,stasiun manggarai,ui,dukuh atas 2,jl.dukuh bawah,119887268,9990605.666666666
4,stasiun manggarai,ui,halimun,jl.galunggung,119887268,9990605.666666666
4,stasiun manggarai,ui,pasar rumput,jl.galunggung,119887268,9990605.666666666
4,stasiun manggarai,ui,manggarai,terminal manggarai,119887268,9990605.666666666
4,stasiun manggarai,ui,matraman 2,jl.matraman raya,119887268,9990605.666666666
4,stasiun manggarai,ui,pasar genjing,jl.pramuka,119887268,9990605.666666666
4,stasiun manggarai,ui,utan kayu,jl.pramuka,119887268,9990605.666666666
4,stasiun manggarai,ui,pramuka lia,jl.pramuka,119887268,9990605.666666666
4,stasiun manggarai,ui,bpkp,jl.pramuka,119887268,9990605.666666666
4,stasiun manggarai,ui,unj,jl.pramuka,119887268,9990605.666666666
4,stasiun manggarai,ui,sunan giri,jl.pemuda,119887268,9990605.666666666
4,stasiun manggarai,ui,velodrome,jl.pemuda,119887268,9990605.666666666
4,stasiun manggarai,ui,pemuda paus,jl.pemuda,119887268,9990605.666666666
4,stasiun manggarai,ui,layur,jl.pemuda,119887268,9990605.666666666
4,stasiun manggarai,ui,tugas,jl.pemuda,119887268,9990605.666666666
4,stasiun manggarai,ui,pasar polugadung,jl.bekasi timur,119887268,9990605.666666666
4,stasiun manggarai,ui,terminal pulogadung,jl.bekasi timur,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,dukuh atas 2,jl.dukuh bawah,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,halimun,jl.galunggung,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,pasar rumput,jl.galunggung,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,manggarai,terminal manggarai,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,matraman 2,jl.matraman raya,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,pasar genjing,jl.pramuka,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,utan kayu,jl.pramuka,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,pramuka lia,jl.pramuka,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,bpkp,jl.pramuka,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,unj,jl.pramuka,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,sunan giri,jl.pemuda,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,velodrome,jl.pemuda,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,pemuda paus,jl.pemuda,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,layur,jl.pemuda,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,tugas,jl.pemuda,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,pasar polugadung,jl.bekasi timur,119887268,9990605.666666666
4,pemuda merdeka,bundaran senayan,terminal pulogadung,jl.bekasi timur,119887268,9990605.666666666
4,pulo gadung,kuningan,dukuh atas 2,jl.dukuh bawah,119887268,9990605.666666666
4,pulo gadung,kuningan,halimun,jl.galunggung,119887268,9990605.666666666
4,pulo gadung,kuningan,pasar rumput,jl.galunggung,119887268,9990605.666666666
4,pulo gadung,kuningan,manggarai,terminal manggarai,119887268,9990605.666666666
4,pulo gadung,kuningan,matraman 2,jl.matraman raya,119887268,9990605.666666666
4,pulo gadung,kuningan,pasar genjing,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,kuningan,utan kayu,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,kuningan,pramuka lia,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,kuningan,bpkp,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,kuningan,unj,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,kuningan,sunan giri,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,kuningan,velodrome,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,kuningan,pemuda paus,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,kuningan,layur,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,kuningan,tugas,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,kuningan,pasar polugadung,jl.bekasi timur,119887268,9990605.666666666
4,pulo gadung,kuningan,terminal pulogadung,jl.bekasi timur,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,dukuh atas 2,jl.dukuh bawah,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,halimun,jl.galunggung,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,pasar rumput,jl.galunggung,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,manggarai,terminal manggarai,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,matraman 2,jl.matraman raya,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,pasar genjing,jl.pramuka,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,utan kayu,jl.pramuka,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,pramuka lia,jl.pramuka,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,bpkp,jl.pramuka,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,unj,jl.pramuka,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,sunan giri,jl.pemuda,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,velodrome,jl.pemuda,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,pemuda paus,jl.pemuda,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,layur,jl.pemuda,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,tugas,jl.pemuda,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,pasar polugadung,jl.bekasi timur,119887268,9990605.666666666
4,rusun jatinegara kaum,pulo gadung,terminal pulogadung,jl.bekasi timur,119887268,9990605.666666666
4,pinang ranti,pulo gadung,dukuh atas 2,jl.dukuh bawah,119887268,9990605.666666666
4,pinang ranti,pulo gadung,halimun,jl.galunggung,119887268,9990605.666666666
4,pinang ranti,pulo gadung,pasar rumput,jl.galunggung,119887268,9990605.666666666
4,pinang ranti,pulo gadung,manggarai,terminal manggarai,119887268,9990605.666666666
4,pinang ranti,pulo gadung,matraman 2,jl.matraman raya,119887268,9990605.666666666
4,pinang ranti,pulo gadung,pasar genjing,jl.pramuka,119887268,9990605.666666666
4,pinang ranti,pulo gadung,utan kayu,jl.pramuka,119887268,9990605.666666666
4,pinang ranti,pulo gadung,pramuka lia,jl.pramuka,119887268,9990605.666666666
4,pinang ranti,pulo gadung,bpkp,jl.pramuka,119887268,9990605.666666666
4,pinang ranti,pulo gadung,unj,jl.pramuka,119887268,9990605.666666666
4,pinang ranti,pulo gadung,sunan giri,jl.pemuda,119887268,9990605.666666666
4,pinang ranti,pulo gadung,velodrome,jl.pemuda,119887268,9990605.666666666
4,pinang ranti,pulo gadung,pemuda paus,jl.pemuda,119887268,9990605.666666666
4,pinang ranti,pulo gadung,layur,jl.pemuda,119887268,9990605.666666666
4,pinang ranti,pulo gadung,tugas,jl.pemuda,119887268,9990605.666666666
4,pinang ranti,pulo gadung,pasar polugadung,jl.bekasi timur,119887268,9990605.666666666
4,pinang ranti,pulo gadung,terminal pulogadung,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,ancol,kampung melayu,terminal kamp melayu,119887268,9990605.666666666
5,kampung melayu,ancol,pasar jatinegara,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,ancol,kebon pala,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,ancol,slamet riyadi,jl.matraman,119887268,9990605.666666666
5,kampung melayu,ancol,tegalan,jl.matraman,119887268,9990605.666666666
5,kampung melayu,ancol,matraman i,jl.matraman,119887268,9990605.666666666
5,kampung melayu,ancol,rs. carolus,jl.salemba,119887268,9990605.666666666
5,kampung melayu,ancol,salemba ui,jl.salemba,119887268,9990605.666666666
5,kampung melayu,ancol,kramat sentiong,jl.kramat raya,119887268,9990605.666666666
5,kampung melayu,ancol,pal putih,jl.kramat raya,119887268,9990605.666666666
5,kampung melayu,ancol,central senen,jl.senen raya,119887268,9990605.666666666
5,kampung melayu,ancol,budi utomo,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ancol,pasar baru timur,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ancol,jembatan merah,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ancol,gunung sahari mangga dua,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ancol,pademangan,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ancol,ancol,taman impian jaya ancol,119887268,9990605.666666666
5,stasiun tebet,bidara cina,kampung melayu,terminal kamp melayu,119887268,9990605.666666666
5,stasiun tebet,bidara cina,pasar jatinegara,jl.bekasi timur,119887268,9990605.666666666
5,stasiun tebet,bidara cina,kebon pala,jl.bekasi timur,119887268,9990605.666666666
5,stasiun tebet,bidara cina,slamet riyadi,jl.matraman,119887268,9990605.666666666
5,stasiun tebet,bidara cina,tegalan,jl.matraman,119887268,9990605.666666666
5,stasiun tebet,bidara cina,matraman i,jl.matraman,119887268,9990605.666666666
5,stasiun tebet,bidara cina,rs. carolus,jl.salemba,119887268,9990605.666666666
5,stasiun tebet,bidara cina,salemba ui,jl.salemba,119887268,9990605.666666666
5,stasiun tebet,bidara cina,kramat sentiong,jl.kramat raya,119887268,9990605.666666666
5,stasiun tebet,bidara cina,pal putih,jl.kramat raya,119887268,9990605.666666666
5,stasiun tebet,bidara cina,central senen,jl.senen raya,119887268,9990605.666666666
5,stasiun tebet,bidara cina,budi utomo,jl.gunung sahari,119887268,9990605.666666666
5,stasiun tebet,bidara cina,pasar baru timur,jl.gunung sahari,119887268,9990605.666666666
5,stasiun tebet,bidara cina,jembatan merah,jl.gunung sahari,119887268,9990605.666666666
5,stasiun tebet,bidara cina,gunung sahari mangga dua,jl.gunung sahari,119887268,9990605.666666666
5,stasiun tebet,bidara cina,pademangan,jl.gunung sahari,119887268,9990605.666666666
5,stasiun tebet,bidara cina,ancol,taman impian jaya ancol,119887268,9990605.666666666
5,cililitan,juanda,kampung melayu,terminal kamp melayu,119887268,9990605.666666666
5,cililitan,juanda,pasar jatinegara,jl.bekasi timur,119887268,9990605.666666666
5,cililitan,juanda,kebon pala,jl.bekasi timur,119887268,9990605.666666666
5,cililitan,juanda,slamet riyadi,jl.matraman,119887268,9990605.666666666
5,cililitan,juanda,tegalan,jl.matraman,119887268,9990605.666666666
5,cililitan,juanda,matraman i,jl.matraman,119887268,9990605.666666666
5,cililitan,juanda,rs. carolus,jl.salemba,119887268,9990605.666666666
5,cililitan,juanda,salemba ui,jl.salemba,119887268,9990605.666666666
5,cililitan,juanda,kramat sentiong,jl.kramat raya,119887268,9990605.666666666
5,cililitan,juanda,pal putih,jl.kramat raya,119887268,9990605.666666666
5,cililitan,juanda,central senen,jl.senen raya,119887268,9990605.666666666
5,cililitan,juanda,budi utomo,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,juanda,pasar baru timur,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,juanda,jembatan merah,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,juanda,gunung sahari mangga dua,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,juanda,pademangan,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,juanda,ancol,taman impian jaya ancol,119887268,9990605.666666666
5,kampung melayu,tanah abang,kampung melayu,terminal kamp melayu,119887268,9990605.666666666
5,kampung melayu,tanah abang,pasar jatinegara,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,tanah abang,kebon pala,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,tanah abang,slamet riyadi,jl.matraman,119887268,9990605.666666666
5,kampung melayu,tanah abang,tegalan,jl.matraman,119887268,9990605.666666666
5,kampung melayu,tanah abang,matraman i,jl.matraman,119887268,9990605.666666666
5,kampung melayu,tanah abang,rs. carolus,jl.salemba,119887268,9990605.666666666
5,kampung melayu,tanah abang,salemba ui,jl.salemba,119887268,9990605.666666666
5,kampung melayu,tanah abang,kramat sentiong,jl.kramat raya,119887268,9990605.666666666
5,kampung melayu,tanah abang,pal putih,jl.kramat raya,119887268,9990605.666666666
5,kampung melayu,tanah abang,central senen,jl.senen raya,119887268,9990605.666666666
5,kampung melayu,tanah abang,budi utomo,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,tanah abang,pasar baru timur,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,tanah abang,jembatan merah,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,tanah abang,gunung sahari mangga dua,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,tanah abang,pademangan,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,tanah abang,ancol,taman impian jaya ancol,119887268,9990605.666666666
5,kampung melayu,ragunan,kampung melayu,terminal kamp melayu,119887268,9990605.666666666
5,kampung melayu,ragunan,pasar jatinegara,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,ragunan,kebon pala,jl.bekasi timur,119887268,9990605.666666666
5,kampung melayu,ragunan,slamet riyadi,jl.matraman,119887268,9990605.666666666
5,kampung melayu,ragunan,tegalan,jl.matraman,119887268,9990605.666666666
5,kampung melayu,ragunan,matraman i,jl.matraman,119887268,9990605.666666666
5,kampung melayu,ragunan,rs. carolus,jl.salemba,119887268,9990605.666666666
5,kampung melayu,ragunan,salemba ui,jl.salemba,119887268,9990605.666666666
5,kampung melayu,ragunan,kramat sentiong,jl.kramat raya,119887268,9990605.666666666
5,kampung melayu,ragunan,pal putih,jl.kramat raya,119887268,9990605.666666666
5,kampung melayu,ragunan,central senen,jl.senen raya,119887268,9990605.666666666
5,kampung melayu,ragunan,budi utomo,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ragunan,pasar baru timur,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ragunan,jembatan merah,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ragunan,gunung sahari mangga dua,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ragunan,pademangan,jl.gunung sahari,119887268,9990605.666666666
5,kampung melayu,ragunan,ancol,taman impian jaya ancol,119887268,9990605.666666666
2,pulo gadung,monumen nasional,gambir 2,jl.merdeka selatan,119887268,9990605.666666666
2,pulo gadung,monumen nasional,kwitang,jl.kwitang,119887268,9990605.666666666
2,pulo gadung,monumen nasional,terminal pulogadung,terminal pulogadung,119887268,9990605.666666666
2,pulo gadung,monumen nasional,bermis,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monumen nasional,polumas,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monumen nasional,asmi,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monumen nasional,pedongkelan,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monumen nasional,cempaka timur (cempaka mas),jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monumen nasional,rumah sakit islam (yarsi),jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monumen nasional,cempaka tengah (lippo ),jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monumen nasional,pasar cempaka putih,jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monumen nasional,rawa selatan,jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monumen nasional,galur,jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monumen nasional,senen,jl.bundaran senen,119887268,9990605.666666666
2,pulo gadung,monumen nasional,atrium,jl.senen raya,119887268,9990605.666666666
2,pulo gadung,monumen nasional,rspad,jl.kiwi,119887268,9990605.666666666
2,pulo gadung,monumen nasional,-,-,119887268,9990605.666666666
2,pulo gadung,monumen nasional,deplu,jl.pejambon,119887268,9990605.666666666
2,pulo gadung,monumen nasional,gambir 1,jl.merdeka timur,119887268,9990605.666666666
2,pulo gadung,monumen nasional,istiqlal (perwira),jl.perwira,119887268,9990605.666666666
2,pulo gadung,monumen nasional,juanda,jl.juanda,119887268,9990605.666666666
2,pulo gadung,monumen nasional,pecenongan,jl.juanda,119887268,9990605.666666666
2,pulo gadung,monumen nasional,balaikota,jl.merdeka selatan,119887268,9990605.666666666
3,kalideres,monumen nasional,terminal kalideres,terminal kalideres,119887268,9990605.666666666
3,kalideres,monumen nasional,pesakih,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,sumur bor,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,rawa buaya,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,jembatan baru,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,dispenda,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,jembatan gantung,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,taman kota,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,indosiar,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,jelambar,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monumen nasional,grogol 1,jl.kyai tapa,119887268,9990605.666666666
3,kalideres,monumen nasional,rs.sumber waras,jl.kyai tapa,119887268,9990605.666666666
3,kalideres,monumen nasional,pasar baru,jl.soetomo,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,cawang sutoyo,jl.soetoyo,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,penas kalimalang,jl.soetoyo,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,cipinang kebun nanas,jl.di panjaitan,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,pedati prumpung,jl.di panjaitan,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,stasiun jatinegara,jl.di panjaitan,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,bea cukai ahmad yani,jl.di panjaitan,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,utan kayu rawamangun,jl.di panjaitan,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,kayu putih rawasari,jl.a.yani,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,pulomas by pass,jl.a.yani,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,cempaka putih,jl.a.yani,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,cempaka mas 2,jl.a.yani,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,yos sudarso kodamar,jl.yos sudarsono,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,sunter kelapa gading,jl.yos sudarsono,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,plumpang pertamina,jl.yos sudarsono,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,walikota jakarta utara,jl.yos sudarsono,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,permai koja,jl.yos sudarsono,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,enggano,jl.enggano,119887268,9990605.666666666
10,kampung rambutan,tanjung priok,terminal tanjung priok,jl.enggano,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,walikota jakarta timur,jl.sentra primer timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,penggilingan,jl.sentra primer timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,perumnas kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,flyover buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,kampung sumur,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,fly over kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,stasiun kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,cipinang,jl.bekasi timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,imigrasi,jl.bekasi timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,pasar enjo,jl.bekasi timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,fly over jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,stasiun jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,rumah sakit primier,jl.jatinegara timur,119887268,9990605.666666666
11,rusun pulo gebang,penggilingan,kampung melayu,terminal kp melayu,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,walikota jakarta timur,jl.sentra primer timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,penggilingan,jl.sentra primer timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,perumnas kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,flyover buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,kampung sumur,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,fly over kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,stasiun kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,cipinang,jl.bekasi timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,imigrasi,jl.bekasi timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,pasar enjo,jl.bekasi timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,fly over jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,stasiun jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,rumah sakit primier,jl.jatinegara timur,119887268,9990605.666666666
11,rusun cakung km 2,penggilingan,kampung melayu,terminal kp melayu,119887268,9990605.666666666
11,st. klender,pulo gadung,walikota jakarta timur,jl.sentra primer timur,119887268,9990605.666666666
11,st. klender,pulo gadung,penggilingan,jl.sentra primer timur,119887268,9990605.666666666
11,st. klender,pulo gadung,perumnas kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,st. klender,pulo gadung,flyover buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,st. klender,pulo gadung,buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,st. klender,pulo gadung,kampung sumur,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,st. klender,pulo gadung,fly over kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,st. klender,pulo gadung,stasiun kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,st. klender,pulo gadung,cipinang,jl.bekasi timur,119887268,9990605.666666666
11,st. klender,pulo gadung,imigrasi,jl.bekasi timur,119887268,9990605.666666666
11,st. klender,pulo gadung,pasar enjo,jl.bekasi timur,119887268,9990605.666666666
11,st. klender,pulo gadung,fly over jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,st. klender,pulo gadung,stasiun jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,st. klender,pulo gadung,rumah sakit primier,jl.jatinegara timur,119887268,9990605.666666666
11,st. klender,pulo gadung,kampung melayu,terminal kp melayu,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,terminal blok m,terminal blok m,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,mesjid al-azhar,jl. sisingamangaraja,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,bundaran senayan,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,gelora,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,polda,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,benhil,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,karet,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,setia budi,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,dukuh atas,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,tosari,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,bundaran hi,jl. mh thamrin,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,sarinah,jl. mh thamrin,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,bi,jl. mh thamrin,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,monas,jl. merdeka barat,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,harmoni central busway ( hcb ),jl. gajah mada,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,sawah besar,jl. gajah mada,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,mangga besar,jl. gajah mada,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,olimo,jl. gajah mada,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,glodok,jl. gajah mada,119887268,9990605.666666666
1,stasiun palmerah,transport hub dukuh atas,stasiun kota,jl.stasiun,119887268,9990605.666666666
2,senen,transport hub dukuh atas,gambir 2,jl.merdeka selatan,119887268,9990605.666666666
2,senen,transport hub dukuh atas,kwitang,jl.kwitang,119887268,9990605.666666666
2,senen,transport hub dukuh atas,terminal pulogadung,terminal pulogadung,119887268,9990605.666666666
2,senen,transport hub dukuh atas,bermis,jl.perintis kemerdekaan,119887268,9990605.666666666
2,senen,transport hub dukuh atas,polumas,jl.perintis kemerdekaan,119887268,9990605.666666666
2,senen,transport hub dukuh atas,asmi,jl.perintis kemerdekaan,119887268,9990605.666666666
2,senen,transport hub dukuh atas,pedongkelan,jl.perintis kemerdekaan,119887268,9990605.666666666
