koridor,asal,tujuan,nama_halte,lokasi_halte,total_penumpang,rata_penumpang
6,ragunan,galunggung,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,ragunan,galunggung,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,ragunan,galunggung,smk 57,jl.harsono,119887268,9990605.666666666
6,ragunan,galunggung,jati padang,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,pejaten,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,warung jati,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,ragunan,galunggung,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,depkes,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,ragunan,galunggung,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,ragunan,balai kota,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,ragunan,balai kota,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,ragunan,balai kota,smk 57,jl.harsono,119887268,9990605.666666666
6,ragunan,balai kota,jati padang,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,pejaten,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,warung jati,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,ragunan,balai kota,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,depkes,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,ragunan,balai kota,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,stasiun tebet,kuningan,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,stasiun tebet,kuningan,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,stasiun tebet,kuningan,smk 57,jl.harsono,119887268,9990605.666666666
6,stasiun tebet,kuningan,jati padang,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,pejaten,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,warung jati,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,kuningan,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,depkes,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,kuningan,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,smk 57,jl.harsono,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,jati padang,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,pejaten,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,warung jati,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,depkes,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,stasiun tebet,bundaran senayan,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,senen,lebak bulus,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,senen,lebak bulus,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,senen,lebak bulus,smk 57,jl.harsono,119887268,9990605.666666666
6,senen,lebak bulus,jati padang,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,pejaten,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,warung jati,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,senen,lebak bulus,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,depkes,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,senen,lebak bulus,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,stasiun manggarai,blok m,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,stasiun manggarai,blok m,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,stasiun manggarai,blok m,smk 57,jl.harsono,119887268,9990605.666666666
6,stasiun manggarai,blok m,jati padang,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,pejaten,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,warung jati,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,stasiun manggarai,blok m,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,depkes,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,stasiun manggarai,blok m,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,ragunan,blok m,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,ragunan,blok m,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,ragunan,blok m,smk 57,jl.harsono,119887268,9990605.666666666
6,ragunan,blok m,jati padang,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,pejaten,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,warung jati,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,ragunan,blok m,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,depkes,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,ragunan,blok m,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,cibubur,kuningan,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,cibubur,kuningan,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,cibubur,kuningan,smk 57,jl.harsono,119887268,9990605.666666666
6,cibubur,kuningan,jati padang,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,pejaten,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,warung jati,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,cibubur,kuningan,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,depkes,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,cibubur,kuningan,latuharhari,jl.latuharhari,119887268,9990605.666666666
6,galunggung,casablanca,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,galunggung,casablanca,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,galunggung,casablanca,smk 57,jl.harsono,119887268,9990605.666666666
6,galunggung,casablanca,jati padang,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,pejaten,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,warung jati,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,galunggung,casablanca,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,depkes,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,galunggung,casablanca,latuharhari,jl.latuharhari,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,tanah merdeka,jl.baru,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,cililitan,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,bkn,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,bnn,jl.mt haryono,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,cawang otista,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,kampung melayu,bidara cina,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,tanah merdeka,jl.baru,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,cililitan,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,bkn,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,bnn,jl.mt haryono,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,cawang otista,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,lebak bulus,bidara cina,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,blok m,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,kampung rambutan,blok m,tanah merdeka,jl.baru,119887268,9990605.666666666
7,kampung rambutan,blok m,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,blok m,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,blok m,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,blok m,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,blok m,cililitan,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,blok m,bkn,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,blok m,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,blok m,bnn,jl.mt haryono,119887268,9990605.666666666
7,kampung rambutan,blok m,cawang otista,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,blok m,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,blok m,bidara cina,jl.otista raya,119887268,9990605.666666666
7,cibubur,cawang cililitan,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,cibubur,cawang cililitan,tanah merdeka,jl.baru,119887268,9990605.666666666
7,cibubur,cawang cililitan,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,cibubur,cawang cililitan,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,cibubur,cawang cililitan,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,cibubur,cawang cililitan,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,cibubur,cawang cililitan,cililitan,jl.sutoyo,119887268,9990605.666666666
7,cibubur,cawang cililitan,bkn,jl.sutoyo,119887268,9990605.666666666
7,cibubur,cawang cililitan,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,cibubur,cawang cililitan,bnn,jl.mt haryono,119887268,9990605.666666666
7,cibubur,cawang cililitan,cawang otista,jl.otista raya,119887268,9990605.666666666
7,cibubur,cawang cililitan,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,cibubur,cawang cililitan,bidara cina,jl.otista raya,119887268,9990605.666666666
7,tmii,tegal parang,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,tmii,tegal parang,tanah merdeka,jl.baru,119887268,9990605.666666666
7,tmii,tegal parang,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,tmii,tegal parang,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,tmii,tegal parang,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,tmii,tegal parang,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,tmii,tegal parang,cililitan,jl.sutoyo,119887268,9990605.666666666
7,tmii,tegal parang,bkn,jl.sutoyo,119887268,9990605.666666666
7,tmii,tegal parang,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,tmii,tegal parang,bnn,jl.mt haryono,119887268,9990605.666666666
7,tmii,tegal parang,cawang otista,jl.otista raya,119887268,9990605.666666666
7,tmii,tegal parang,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,tmii,tegal parang,bidara cina,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,ragunan,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,kampung rambutan,ragunan,tanah merdeka,jl.baru,119887268,9990605.666666666
7,kampung rambutan,ragunan,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,ragunan,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,ragunan,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,ragunan,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,ragunan,cililitan,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,ragunan,bkn,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,ragunan,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,ragunan,bnn,jl.mt haryono,119887268,9990605.666666666
7,kampung rambutan,ragunan,cawang otista,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,ragunan,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,ragunan,bidara cina,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,juanda,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,kampung rambutan,juanda,tanah merdeka,jl.baru,119887268,9990605.666666666
7,kampung rambutan,juanda,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,juanda,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,juanda,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,juanda,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,kampung rambutan,juanda,cililitan,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,juanda,bkn,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,juanda,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,kampung rambutan,juanda,bnn,jl.mt haryono,119887268,9990605.666666666
7,kampung rambutan,juanda,cawang otista,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,juanda,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,kampung rambutan,juanda,bidara cina,jl.otista raya,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,tanah merdeka,jl.baru,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,cililitan,jl.sutoyo,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,bkn,jl.sutoyo,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,bnn,jl.mt haryono,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,cawang otista,jl.otista raya,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,pondok kelapa,cawang sentral,bidara cina,jl.otista raya,119887268,9990605.666666666
8,lebak bulus,pasar baru,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,lebak bulus,pasar baru,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,lebak bulus,pasar baru,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,lebak bulus,pasar baru,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,lebak bulus,pasar baru,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,lebak bulus,pasar baru,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,lebak bulus,pasar baru,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,lebak bulus,pasar baru,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,lebak bulus,pasar baru,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,lebak bulus,pasar baru,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,lebak bulus,pasar baru,pos pengumben,jl.panjang,119887268,9990605.666666666
8,lebak bulus,pasar baru,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,lebak bulus,pasar baru,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,lebak bulus,pasar baru,duri kepa,jl.panjang,119887268,9990605.666666666
8,lebak bulus,pasar baru,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,lebak bulus,pasar baru,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,lebak bulus,pasar baru,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,lebak bulus,pasar baru,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,lebak bulus,pasar baru,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,lebak bulus,pasar baru,petojo,jl.suryopranoto,119887268,9990605.666666666
8,jelambar,juanda,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,jelambar,juanda,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,jelambar,juanda,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,jelambar,juanda,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,jelambar,juanda,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,jelambar,juanda,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,jelambar,juanda,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,jelambar,juanda,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,jelambar,juanda,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,jelambar,juanda,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,jelambar,juanda,pos pengumben,jl.panjang,119887268,9990605.666666666
8,jelambar,juanda,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,jelambar,juanda,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,jelambar,juanda,duri kepa,jl.panjang,119887268,9990605.666666666
8,jelambar,juanda,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,jelambar,juanda,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,jelambar,juanda,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,jelambar,juanda,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,jelambar,juanda,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,jelambar,juanda,petojo,jl.suryopranoto,119887268,9990605.666666666
8,kebayoran,tanah abang,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,kebayoran,tanah abang,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,kebayoran,tanah abang,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,kebayoran,tanah abang,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,kebayoran,tanah abang,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,kebayoran,tanah abang,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,kebayoran,tanah abang,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,kebayoran,tanah abang,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,kebayoran,tanah abang,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,kebayoran,tanah abang,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,kebayoran,tanah abang,pos pengumben,jl.panjang,119887268,9990605.666666666
8,kebayoran,tanah abang,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,kebayoran,tanah abang,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,kebayoran,tanah abang,duri kepa,jl.panjang,119887268,9990605.666666666
8,kebayoran,tanah abang,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,kebayoran,tanah abang,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,kebayoran,tanah abang,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,kebayoran,tanah abang,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,kebayoran,tanah abang,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,kebayoran,tanah abang,petojo,jl.suryopranoto,119887268,9990605.666666666
8,joglo,blok m,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,joglo,blok m,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,joglo,blok m,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,joglo,blok m,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,joglo,blok m,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,joglo,blok m,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,joglo,blok m,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
